SP_ENTITY_ID,SP_COMPANY_NAME,SP_TICKER,fiscal_year,iq_cash_equiv,iq_cash_oper,iq_ebit,iq_ebitda,iq_interest_exp,iq_lt_debt,iq_st_debt,iq_total_assets,iq_total_rev,pcd_total_liab
19654953,"StableX Technologies, Inc.",SBLX,2022,39096.562,-18728.643,-23276.906,-22514.7,,,,54990.084,2990.497,
19654953,"StableX Technologies, Inc.",SBLX,2023,33440.867,-26181.465,-28156.428,-27063.389,,,,52863.778,498.917,
19654953,"StableX Technologies, Inc.",SBLX,2024,16035.475,-13315.402,-17717.176,-16324.789,,,,21738.718,63.777,
19659800,DraftKings Inc.,DKNG,2020,1817258,-194157,-806850,-729440,-1070,,,3439329,614532,
19659800,DraftKings Inc.,DKNG,2021,2152892,-419508,-1536301,-1415163,-2109,1248452,,4069054,1296025,
19659800,DraftKings Inc.,DKNG,2022,1309172,-625519,-1494441,-1325189,-2651,1251103,,4040152,2240461,
19659800,DraftKings Inc.,DKNG,2023,1270503,-1751,-786165,-584245,-2679,1253760,,3944866,3665393,
19659800,DraftKings Inc.,DKNG,2024,788287,417767,-582613,-311759,-2959,1256429,,4283725,4767699,
19764861,"Global Business Travel Group, Inc.",GBTG,2020,584000,-250000,-515000,-419000,-27000,617000,,2758000,793000,
19764861,"Global Business Travel Group, Inc.",GBTG,2021,516000,-512000,-521000,-419000,-53000,1020000,,3771000,763000,
19764861,"Global Business Travel Group, Inc.",GBTG,2022,303000,-394000,-193000,-73000,-98000,1219000,,3728000,1851000,
19764861,"Global Business Travel Group, Inc.",GBTG,2023,476000,162000,76000,196000,-141000,1360000,,3751000,2290000,
19764861,"Global Business Travel Group, Inc.",GBTG,2024,536000,272000,197000,295000,-115000,1365000,,3624000,2423000,
19772208,Correlate Energy Corp.,CIPI,2020,74.375,0.072,-184.388,,,,,75.622,170.719,
19772208,Correlate Energy Corp.,CIPI,2021,252.189,-39.645,-75.249,,-15,20.4,30,1457.097,98.446,
19772208,Correlate Energy Corp.,CIPI,2022,96.308,-2756.076,-5577.458,-5509.378,-1218.164,344.595,30,2256.955,3403.648,
19772208,Correlate Energy Corp.,CIPI,2023,1412.379,-2400.268,-6216.785,-5966.227,-5523.131,935.307,605.151,4560.69,7562.982,
19823224,Sonder Holdings Inc.,SOND.Q,2020,121467,-202502,-243822,-226853,-6402,25022,,177521,115678,
19823224,Sonder Holdings Inc.,SOND.Q,2021,69726,-179949,-259513,-241799,-44090,10736,184636,148479,234145,
19823224,Sonder Holdings Inc.,SOND.Q,2022,246624,-149988,-279816,-255902,-21505,172950,,1498626,464978,
19823224,Sonder Holdings Inc.,SOND.Q,2023,95763,-110904,-216758,-194611,-25409,1500,,1521267,602066,
19823224,Sonder Holdings Inc.,SOND.Q,2024,20786,-129222,-164474,-147485,-34213,217236,,1137177,621272,
19828195,Kalera Public Limited Company,KALR.Q,2020,113353,-9630,-8482,-7922,-503,62,,153746,887,
19828195,Kalera Public Limited Company,KALR.Q,2021,16146,-24831,-39409,-35400,-1634,662,,349996,2855,
19896541,"Goldenwell Biotech, Inc.",GWLL,2020,248.569,-6.324,-6.368,,,,,248.569,,
19896541,"Goldenwell Biotech, Inc.",GWLL,2021,213.556,-205.138,-118.267,,,,,460.979,15.967,
19896541,"Goldenwell Biotech, Inc.",GWLL,2022,45.996,-1072.56,-985.105,,,20,,248.4,47.8,
19896541,"Goldenwell Biotech, Inc.",GWLL,2023,53.231,-113.153,-115.826,,-1.535,141.923,,228.094,1.836,
19896541,"Goldenwell Biotech, Inc.",GWLL,2024,49.404,-123.077,-123.098,,-8.4,269.573,,224.192,0.139,
19940939,"Stark Focus Group, Inc.",SKFG,2020,0.589,-70.302,-90.466,,,,,3.1,,
19940939,"Stark Focus Group, Inc.",SKFG,2021,,-64.002,-54.296,,,,6.067,,,
19940939,"Stark Focus Group, Inc.",SKFG,2022,,-54.598,-48.568,-44.42,-0.705,13.705,47.665,5.967,,
19940939,"Stark Focus Group, Inc.",SKFG,2023,,-30.533,-30.5,-24.533,-1.56,6.35,71.848,,,
19940939,"Stark Focus Group, Inc.",SKFG,2024,,-40.758,-43.158,-37.191,-4.067,66.44,71.848,,,
20008927,Wolf Energy Services Inc.,WOEN,2021,295.416,7245.365,-5329.449,-4509.703,-1652.989,1008.492,250,11571.416,12711.05,
20008927,Wolf Energy Services Inc.,WOEN,2022,99.452,1589.387,-5756.766,-4829.715,-321.159,67.511,,10135.375,18750.053,
20008927,Wolf Energy Services Inc.,WOEN,2023,574.233,753.862,-1683.083,240.836,-46.516,,1357.342,2281.872,20110.796,
20023707,"Amergent Hospitality Group, Inc.",AMHG.Q,2020,678,-5617,-6686,-5161,-684,4354,,28647,18764,
20023707,"Amergent Hospitality Group, Inc.",AMHG.Q,2021,646,-4474,-4847,-3800,-656,6593,,26218,20652,
20023707,"Amergent Hospitality Group, Inc.",AMHG.Q,2022,375,-3711,-6449,-5756,-886,4335,144,19185,21294,
20059567,Home Bistro Inc.,HBIS,2020,447.354,-273.817,-1304.33,-1303.89,-19.924,151.544,141.476,483.67,1335.859,
20059567,Home Bistro Inc.,HBIS,2021,2275.397,-3326.011,-14265.191,-14200.075,-1495.048,291.539,790.498,7997.27,1973.05,
20089831,Laser Photonics Corporation,LASE,2020,326.714,-1525.198,10.641,37.05,,1125.518,,7484.742,2154.777,
20089831,Laser Photonics Corporation,LASE,2021,615.749,1375.287,611.132,1007.379,-49.351,579.012,,6860.35,4190.709,
20089831,Laser Photonics Corporation,LASE,2022,12181.799,-63.376,-2069.638,-1631.806,-24.426,,,18583.377,3894.901,
20089831,Laser Photonics Corporation,LASE,2023,6201.137,-4256.242,-3348.235,-2824.855,,,,15124.087,3939.473,
20089831,Laser Photonics Corporation,LASE,2024,533.871,-3357.977,-5530.674,-4558.539,,,,17152.147,3415.196,
20139111,Foley Trasimene Acquisition Corp.,WPF,2020,496.471,-671.433,,,,,,1036571.485,,
20281002,"Applied UV, Inc.",AUVI,2020,11757.93,-657.231,-3312.892,-3295.254,,316.9,85,13118.821,5732.734,
20281002,"Applied UV, Inc.",AUVI,2021,7922.906,-6997.97,-7296.734,-6349.99,,60,,38525.992,11667.579,
20281002,"Applied UV, Inc.",AUVI,2022,2734.485,-8736.35,-11084.941,-9093.143,-290.341,765.144,,32727.427,20139.849,
20281002,"Applied UV, Inc.",AUVI,2023,1130.947,-8217.365,-13095.53,-10120.586,-1741.976,4095.093,200,58386.231,40718.188,
20307903,"Deep Green Waste & Recycling, Inc.",DGWR,2020,0.757,-131.453,-471.991,-460.999,-199.126,,19.237,15.555,,
20307903,"Deep Green Waste & Recycling, Inc.",DGWR,2021,36.619,-493.003,-1024.457,-922.128,-1178.197,,654.397,1686.833,363.056,
20307903,"Deep Green Waste & Recycling, Inc.",DGWR,2022,36.616,-205.894,-784.238,-492.207,-1224.97,,1005.96,1440.479,1053.612,
20307903,"Deep Green Waste & Recycling, Inc.",DGWR,2023,318.441,253.414,-259.314,18.192,-319.966,,1153.756,2121.542,2682.762,
20307903,"Deep Green Waste & Recycling, Inc.",DGWR,2024,72.842,45.63,-963.396,-708.115,-241.655,,682.768,936.467,1081.615,
20316319,NextNRG Inc.,NXXT,2020,882.87,-1607.669,-6932.668,-6481.135,-321.338,551.024,,2806.752,3586.244,
20316319,NextNRG Inc.,NXXT,2021,13561.266,-6306.761,-8769.085,-7896.251,-775.884,297.436,,22924.118,7233.957,
20316319,NextNRG Inc.,NXXT,2022,2066.793,-11599.581,-17486.279,-15716.658,-98.834,1198.38,1000,10597.844,15044.721,
20316319,NextNRG Inc.,NXXT,2023,226.985,-6643.397,-8533.56,-7425.374,-1719.296,353.49,4928.555,5717.332,23216.423,
20316319,NextNRG Inc.,NXXT,2024,438.299,-4585.605,-7268.697,-6189.175,-8248.642,151.907,7472.2,12175.127,27770.279,
20332974,Blockchain Loyalty Corp.,BBLC,2021,3.369187593694,-1075.21680347855,-1028.31913469499,,,,22.45860064225,135.620533074809,0.565789569774904,
20728933,Eventiko Inc.,EVTK,2020,,-7.338,-7.338,,,,0.923,,,
20728933,Eventiko Inc.,EVTK,2021,20.808,-10.093,-10.643,,,,7.974,20.808,,
20728933,Eventiko Inc.,EVTK,2022,1.899,-20.628,-20.832,,,,9.694,1.899,,
20728933,Eventiko Inc.,EVTK,2023,5.53,0.286,-9.936,,,,24.039,16.53,11.35,
20728933,Eventiko Inc.,EVTK,2024,,-3.236,-14.26,,,,14.26,,,
20728933,Eventiko Inc.,EVTK,2025,,-23.867,-23.867,,,,23.867,,,
21370663,"FTC Solar, Inc.",FTCI,2020,32359,629,-16926,-16879,-364,784,1000,71393,187352,
21370663,"FTC Solar, Inc.",FTCI,2021,102185,-132854,-126804,-126634,-814,,,243020,270525,
21370663,"FTC Solar, Inc.",FTCI,2022,44385,-54510,-99131,-98615,-1378,,,134398,123066,
21370663,"FTC Solar, Inc.",FTCI,2023,25235,-52656,-46355,-45645,-1253,,,123070,127002,
21370663,"FTC Solar, Inc.",FTCI,2024,11247,-34699,-52192,-51268,-619,9466,,89928,47355,
21372078,"American Outdoor Brands, Inc.",AOUT,2020,234,8447,-13867,9772,,,,248415,167379,
21372078,"American Outdoor Brands, Inc.",AOUT,2021,60801,33320,23495,43322,,,,341263,276687,
21372078,"American Outdoor Brands, Inc.",AOUT,2022,19521,-17953,11326,28293,-324,24697,,277840,247526,
21372078,"American Outdoor Brands, Inc.",AOUT,2023,21950,30706,-12700,3811,-761,4623,,243587,191209,
21372078,"American Outdoor Brands, Inc.",AOUT,2024,29698,24491,-12497,3604,,,,240597,201099,
21372078,"American Outdoor Brands, Inc.",AOUT,2025,23423,1359,-154,13121,,,,246355,222322,
21483037,"Farmhouse, Inc",FMHS,2020,3.906,-101.554,-496.836,-494.921,-63.28,,195.365,5.178,16.691,
21483037,"Farmhouse, Inc",FMHS,2021,3.78,-210.232,-780.438,-779.26,-41.758,,278.221,7.874,12.243,
21483037,"Farmhouse, Inc",FMHS,2022,62.063,-270.895,-779.382,-779.288,-53.15,,139.882,65.873,10.261,
21483037,"Farmhouse, Inc",FMHS,2023,,-83.454,-509.546,-509.452,-51.243,34,293.958,8.16,15.227,
21483037,"Farmhouse, Inc",FMHS,2024,0.413,-106.412,-408.389,,-55.954,34,422.964,30.788,4.154,
22103633,MP Materials Corp.,MP,2020,519652,3277,35313,44499,-5009,46608,,1074288,134310,
22103633,MP Materials Corp.,MP,2021,1179297,101971,166292,193049,-8904,682022,,1889666,331952,
22103633,MP Materials Corp.,MP,2022,136627,343514,335353,353709,-5786,683187,,2237787,527510,
22103633,MP Materials Corp.,MP,2023,263351,62699,9937,65646,-5254,684617,,2336452,253445,
22103633,MP Materials Corp.,MP,2024,282442,13349,-162321,-84264,-23010,909268,,2333558,203855,
22112739,Archer Aviation Inc.,ACHR,2020,36600,-22800,-24600,-24400,-200,300,,41800,,
22112739,Archer Aviation Inc.,ACHR,2021,746600,-108400,-241000,-239700,-1100,9300,,768400,,
22112739,Archer Aviation Inc.,ACHR,2022,69400,-200400,-336600,-332200,-2000,,,573800,,
22112739,Archer Aviation Inc.,ACHR,2023,464600,-271600,-444800,-438300,-1400,7200,,554300,,
22112739,Archer Aviation Inc.,ACHR,2024,834500,-368600,-509700,-498000,-100,64000,,1001200,,
22792479,Kidpik Corp.,PIKM,2020,133.484,-3550.328,-3665.811,-3592.968,-511.427,350.923,3460.959,9336.882,16936.387,
22792479,Kidpik Corp.,PIKM,2021,8415.797,-11015.868,-5663.286,-5636.372,-711.974,,4045.863,22154.855,21834.518,
22792479,Kidpik Corp.,PIKM,2022,600.595,-6650.537,-7823.409,-7795.495,-78.646,,3157.665,16148.346,16477.984,
22792479,Kidpik Corp.,PIKM,2023,194.515,-322.334,-7013.976,-6965.857,-0.686,,2718.411,7117.014,14240.724,
22795226,"Rush Street Interactive, Inc.",RSI,2020,255622,16179,-133419,-131337,-135,,,308560,278500,
22795226,"Rush Street Interactive, Inc.",RSI,2021,281030,-48186,-94279,-90034,-187,,,408731,488105,
22795226,"Rush Street Interactive, Inc.",RSI,2022,179723,-60321,-124798,-110473,-573,,,350346,592212,
22795226,"Rush Street Interactive, Inc.",RSI,2023,168330,-5932,-51611,-23335,-85,,,318580,691161,
22795226,"Rush Street Interactive, Inc.",RSI,2024,229171,106449,24309,56512,-169,,,379466,924083,
23497616,"Xos, Inc.",XOS,2020,10359,-12338,-11872,-11576,,166,,13774,2641,
23497616,"Xos, Inc.",XOS,2021,16142,-88895,-53155,-52419,-52,1594,,228706,5048,
23497616,"Xos, Inc.",XOS,2022,35631,-127960,-111348,-109283,-4528,20812,2065,189936,36376,
23497616,"Xos, Inc.",XOS,2023,11640,-39286,-64965,-61651,-9518,20513,1003,93684,44523,
23497616,"Xos, Inc.",XOS,2024,10996,-48795,-45874,-42531,-2214,224,21250,98333,55961,
23888681,Futuris Company,FTRS,2020,178.764,-532.325,102.129,,-27.396,,1540.568,2993.906,1041.57,
23888681,Futuris Company,FTRS,2021,,-1235.268,-972.692,-944.22,-168.56,,,,6278.953,
23888681,Futuris Company,FTRS,2022,535.072,-5245.972,256.716,267.097,-1144.229,3862.406,13177.678,28942.657,37439.415,
23888681,Futuris Company,FTRS,2023,874.426,2187.361,3603.575,3621.41,-599.103,,16709.099,51132.173,40903.268,
24396221,Firefly Aerospace Inc.,FLY,2023,81945,-93434,-131876,-127169,-24777,95614,,321207,55235,
24396221,Firefly Aerospace Inc.,FLY,2024,123431,-157650,-207711,-195166,-55050,141603,,407332,60792,
24398678,Thunder Energies Corporation,TNRG,2020,,229.432,,,-486.799,92.904,,1259.713,,
24398678,Thunder Energies Corporation,TNRG,2021,,80.784,-128.9,-68.955,-1789.572,,508.89,,,
24398678,Thunder Energies Corporation,TNRG,2022,48.881,-775.219,-2386.303,,-3978.984,8,1568.366,145.892,,
24398678,Thunder Energies Corporation,TNRG,2023,0.596,-1013.96,-6538.399,,-2556.418,,750.766,154.519,,
24399652,Canoo Inc.,GOEV.Q,2020,702422,-107054,-199718,-192593,-10479,6943,,753470,2550,
24399652,Canoo Inc.,GOEV.Q,2021,224721,-300816,-449902,-440981,,,,523074,,
24399652,Canoo Inc.,GOEV.Q,2022,36589,-400475,-506801,-495247,-2249,,34829,496472,,
24399652,Canoo Inc.,GOEV.Q,2023,6394,-251134,-267819,-253976,-5537,28910,51180,542005,886,
24770147,Titan Environmental Solutions Inc.,TESI,2021,33.579,-506.66,-665.11,-360.935,-140.812,837.219,3660.864,4406.432,3315.256,
24770147,Titan Environmental Solutions Inc.,TESI,2022,26.65,-312.264,-1105.002,-779.62,-199.453,2785.531,,7407.967,4203.112,
24770147,Titan Environmental Solutions Inc.,TESI,2023,33.84,-3248.631,-10976.555,-10483.765,-1380.122,3174.685,3596.15,22175.474,6228.592,
24770147,Titan Environmental Solutions Inc.,TESI,2024,2.977,-2314.105,-5891.698,-4931.733,-4254.219,5549.314,4472.169,27811.095,9574.403,
25283066,Surf Air Mobility Inc.,SRFM,2020,7397,-8733,-20758,-17930,-1565,397,158,11707,7500,
25283066,Surf Air Mobility Inc.,SRFM,2021,719,-23930,-33350,-32298,-2140,408,109,7558,11798,
25283066,Surf Air Mobility Inc.,SRFM,2022,6,-28037,-50904,-49877,-596,37713,149,13697,20274,
25283066,Surf Air Mobility Inc.,SRFM,2023,1720,-64371,-136722,-132960,-2969,20617,3002,110989,60505,
25283066,Surf Air Mobility Inc.,SRFM,2024,21107,-54322,-60256,-51915,-8617,67230,5855,124058,119425,
25470516,Guskin Gold Corp.,GKIN,2020,13.767,-111.381,-204.432,,-9.054,,83.654,13.767,,
25470516,Guskin Gold Corp.,GKIN,2021,6.044,-242.117,-3007.867,-2925.944,,,201.857,11.044,,
25470516,Guskin Gold Corp.,GKIN,2022,12.71,-599.79,-989.467,-978.967,-134.901,,700.389,208.239,,
25470516,Guskin Gold Corp.,GKIN,2023,0.467,-227.192,-344.455,-315.341,-451.308,,919.639,167.913,,
25812636,"Maison Luxe, Inc.",MASN,2020,,-72,-244.534,,,,611.447,225.622,,
25812636,"Maison Luxe, Inc.",MASN,2021,415.483,-12.094,-380.422,,-1.671,,2133.152,2267.679,5284.154,
25812636,"Maison Luxe, Inc.",MASN,2022,402.596,-2265.416,-1532.778,,-677.573,,2336.233,3518.486,17635.898,
25812636,"Maison Luxe, Inc.",MASN,2023,122.639,-508.957,-6253.418,,-495.04,,2521.9,2003.385,11870.138,
25862679,374Water Inc.,SCWO,2020,71.799,64.759,-11.663,-10.752,,,15.108,103.807,86.57,
25862679,374Water Inc.,SCWO,2021,11131.175,-1840.95,-3166.008,-3119.958,,,,12413.456,48.1,
25862679,374Water Inc.,SCWO,2022,4046.937,-4948.668,-4756.131,-4688.558,,,,9916.831,3015.521,
25862679,374Water Inc.,SCWO,2023,10445.404,-9034.987,-8642.876,-8557.06,,,,16121.26,743.952,
25862679,374Water Inc.,SCWO,2024,10651.644,-10589.735,-12825.561,-12599.522,,,,19183.833,445.445,
25922779,"The Beachbody Company, Inc.",BODI,2020,56827,61430,-6512,45230,-527,,,356253,863582,
25922779,"The Beachbody Company, Inc.",BODI,2021,104054,-215249,-199716,-125281,-536,,,637612,873645,
25922779,"The Beachbody Company, Inc.",BODI,2022,80091,-47173,-148339,-55315,-3368,39735,,443395,692199,
25922779,"The Beachbody Company, Inc.",BODI,2023,33309,-22537,-91399,-28071,-8874,21491,3200,276839,527109,
25922779,"The Beachbody Company, Inc.",BODI,2024,20087,2562,-38361,-2355,-6882,9668,3100,174556,418796,
25929829,Rice Acquisition Corp.,RICE,2020,1335.167,-2236.335,-1070.346,,,,,239306.203,,
25944871,"Leslie's, Inc.",LESL,2020,157072,102138,149975,181500,-84098,1179550,,746438,1112229,
25944871,"Leslie's, Inc.",LESL,2021,343498,169272,219833,248586,-34410,786125,,1042232,1342917,
25944871,"Leslie's, Inc.",LESL,2022,112293,66644,249982,280751,-30240,779726,,1109631,1562120,
25944871,"Leslie's, Inc.",LESL,2023,55420,6470,121940,156082,-65438,773276,,1034435,1451209,
25944871,"Leslie's, Inc.",LESL,2024,108505,107466,67016,100094,-70395,769065,,1050325,1330121,
25944871,"Leslie's, Inc.",LESL,2025,64340,8822,21635,55102,-62919,752055,,741475,1241915,
26071648,Fortitude Gold Corporation,FTCO,2020,27774,13003,10653,21030,-143,117,,113025,53967,
26071648,Fortitude Gold Corporation,FTCO,2021,40017,24665,23725,38584,-129,,,122429,82109,
26071648,Fortitude Gold Corporation,FTCO,2022,45054,28570,18017,31451,,,,131156,74379,
26071648,Fortitude Gold Corporation,FTCO,2023,48678,22977,19011,30667,,,,134999,73073,
26071648,Fortitude Gold Corporation,FTCO,2024,27082,-6638,-511,5544,,,,122105,37334,
26085780,Arrive AI Inc.,ARAI,2022,1557.096,-1837.71,-2368.349,-2358.585,-1.571,26.273,,2533.493,,
26085780,Arrive AI Inc.,ARAI,2023,325.472,-2816.791,-5494.506,-5481.113,-2.937,19.086,,619.601,,
26085780,Arrive AI Inc.,ARAI,2024,129.318,-2289.273,-4554.203,-4525.088,-1.635,10.558,,987.788,,
26098382,"Advanced Container Technologies, Inc.",ACTX,2020,333.368,104.854,-549.232,-405.193,-39.799,170.954,364.141,4326.333,2227.668,
26098382,"Advanced Container Technologies, Inc.",ACTX,2021,59.367,-664.106,-954.698,-672.63,-28.925,,243.446,4024.793,5349.012,
26148293,Empery Digital Inc.,EMPD,2020,536.082,-1386.148,-1640.147,-1637.701,-9.149,59.329,2000,1854.013,,
26148293,Empery Digital Inc.,EMPD,2021,5572.199,-24160.526,-39179.85,-38973.465,-91.238,68.785,,14624.265,448.819,
26148293,Empery Digital Inc.,EMPD,2022,10986.592,-33647.249,-31892.968,-31135.955,-2259.545,50.116,,22725.613,4546.686,
26148293,Empery Digital Inc.,EMPD,2023,7983.346,-29568.092,-29792.749,-29549.355,-4969.59,69.138,,22126.397,3260.988,
26148293,Empery Digital Inc.,EMPD,2024,2193.573,-16037.552,-27014.027,-26653.316,-643.716,28.533,,6226.503,4037.191,
26210046,"EBET, Inc.",EBET,2020,,-67.717,-110.946,,-150.376,116.667,,2368.007,195.778,
26210046,"EBET, Inc.",EBET,2021,9064.859,-8308.198,-13301.709,-12911.418,-1704.395,463.925,,14062.491,164.807,
26210046,"EBET, Inc.",EBET,2022,5486.21,-11394.834,-25513.627,-19136.326,-9894.531,10257.52,,68901.212,58596.62,
26210046,"EBET, Inc.",EBET,2023,304.709,-10006.25,-19864.615,-12893.304,-17113.413,559.597,,15104.638,39177.504,
26432385,Medicale Corp.,MCLE,2020,,-13.476,-23.076,,,,0.603,12.2,,
26432385,Medicale Corp.,MCLE,2021,18.475,-17.752,-32.152,,,,11.63,28.275,,
26432385,Medicale Corp.,MCLE,2022,,-24.619,-44.019,,,,17.774,,,
26432385,Medicale Corp.,MCLE,2023,0.159,-25.739,-37.593,,,,20.48,0.159,,
26432385,Medicale Corp.,MCLE,2024,0.159,-83.585,-54.707,,-3.506,83.585,,0.159,,
26519841,"Alternus Clean Energy, Inc.",ALCE,2020,1187.76758389,6.85084623423646,-1009.35801184417,897.460856684976,-1633.9268268654,16773.08868208,,59450.76451559,1878.2736758865,
26519841,"Alternus Clean Energy, Inc.",ALCE,2021,18199,-12169,1318,7936,-17310,168007,,243532,20929,
26519841,"Alternus Clean Energy, Inc.",ALCE,2022,705,-7390,-8119,-4442,-10256,158695,,178315,17089,
26519841,"Alternus Clean Energy, Inc.",ALCE,2023,4042,13212,-4792,-3119,-5634,,,185286,3476,
26519841,"Alternus Clean Energy, Inc.",ALCE,2024,161,92370,-13000,-12785,-9294,1629,1702,7727,311,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2020,148785,110337,143300,316844,-253018,3228447,52400,6155118,4434514,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2021,111402,268615,208924,383760,-219083,1646281,52500,6075702,4920202,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2022,211602,358215,291771,464202,-77397,1640390,61500,6497941,5807149,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2023,201901,346003,227759,421587,-101643,1628331,27400,6612829,6035967,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2024,125428,215719,45043,245825,-150909,1576223,74400,5363152,6255284,
26564909,"Petco Health and Wellness Company, Inc.",WOOF,2025,165756,177673,15841,215568,-143531,1578091,23200,5194430,6116462,
26676972,"FiscalNote Holdings, Inc.",NOTE,2020,44227,-17167,-26310,-17861,-31829,211968,,280106,65157,
26676972,"FiscalNote Holdings, Inc.",NOTE,2021,32168,-37046,-50884,-40348,-64800,317613,,378493,82912,
26676972,"FiscalNote Holdings, Inc.",NOTE,2022,60388,-72625,-85794,-74105,-95741,161980,,433157,113765,
26676972,"FiscalNote Holdings, Inc.",NOTE,2023,16451,-35494,-66442,-53585,-29940,222310,,370561,132645,
26676972,"FiscalNote Holdings, Inc.",NOTE,2024,28814,-5298,-31945,-20779,-23589,147041,,326197,120266,
26688441,"Electric Last Mile Solutions, Inc.",ELMS.Q,2020,25204.728,-2385.816,-22901.982,,-282.264,25094.088,,25242.949,,
26702326,"Montauk Renewables, Inc.",MNTK,2020,20992,28684,-75,22362,-4339,57343,,253356,100383,
26702326,"Montauk Renewables, Inc.",MNTK,2021,53266,42879,4546,27255,-2928,71581,,286480,148127,
26702326,"Montauk Renewables, Inc.",MNTK,2022,105177,81066,49290,70286,-1792,63505,,332316,205559,
26702326,"Montauk Renewables, Inc.",MNTK,2023,73811,41053,24720,46285,-5753,55614,,350238,174904,
26702326,"Montauk Renewables, Inc.",MNTK,2024,45621,43795,17770,41730,-5277,43763,,349015,175736,
27398502,i-80 Gold Corp.,IAU,2020,15239,4623,-6289,-6064,-4586,105,70496,143232,,
27398502,i-80 Gold Corp.,IAU,2021,87658,-13007,-24310,-24070,-1515,41378,,656349,,
27398502,i-80 Gold Corp.,IAU,2022,48276,-45842,-61860,-55804,-17487,94588,,641959,36958,
27398502,i-80 Gold Corp.,IAU,2023,16277,-77465,-100953,-89476,-27336,162957,,654283,54910,
27398502,i-80 Gold Corp.,IAU,2024,19001,-82501,-89087,-82816,-32951,153555,,655629,50335,
27430291,Driven Brands Holdings Inc.,DRVN,2020,172611,83986,118553,180667,-95646,2095054,,4655150,904200,
27430291,Driven Brands Holdings Inc.,DRVN,2021,523414,283827,242708,355485,-75914,2328363,,5857369,1467280,
27430291,Driven Brands Holdings Inc.,DRVN,2022,227110,197176,330709,477865,-114096,2664562,,6499898,2033194,
27430291,Driven Brands Holdings Inc.,DRVN,2023,176522,235167,297340,472636,-164196,2895923,,5910804,2304029,
27430291,Driven Brands Holdings Inc.,DRVN,2024,169954,241447,249011,429123,-156964,2648048,,5261787,2339588,
27444253,"Envirotech Vehicles, Inc.",EVTV,2020,136.222,1526.333,-410.957,-393.287,-2.864,152.835,,2408.718,88.735,
27444253,"Envirotech Vehicles, Inc.",EVTV,2021,4846.49,-12936.755,-7723.997,-7653.718,,13.245,,75307.808,2042.844,
27444253,"Envirotech Vehicles, Inc.",EVTV,2022,2765.068,-7432.087,-6754.375,-6657.133,,16.671,,33483.689,4504.621,
27444253,"Envirotech Vehicles, Inc.",EVTV,2023,456.719,-4712.174,-7615.875,-7487.074,,10.42,,22653.169,2862.853,
27444253,"Envirotech Vehicles, Inc.",EVTV,2024,1941.181,-3504.673,-7920.357,-7729.808,,4.168,,32671.302,1870.06,
27500412,iPower Inc.,IPW,2020,977.635,1109.043,2907.949,,-168.283,500,1463.473,13673.373,39938.472,
27500412,iPower Inc.,IPW,2021,6651.705,-12756.949,2960.564,2972.655,-153.785,458.571,162.769,35638.81,54075.922,
27500412,iPower Inc.,IPW,2022,1821.947,-16603.005,2312.037,2589.961,-458.159,14096.332,,78581.467,79418.473,
27500412,iPower Inc.,IPW,2023,3735.642,9211.269,-10423.509,-9627.134,-1066.28,9791.191,,60094.287,88902.048,
27500412,iPower Inc.,IPW,2024,7377.837,6164.077,-962.892,-166.667,-788.425,,841.214,51295.857,86071.485,
27500412,iPower Inc.,IPW,2025,2007.89,-579.187,-5865.762,-5085.786,-436.201,,,35642.767,66142.779,
27505677,Quality Industrial Corp.,QIND,2020,19.564,-173.141,-1947.223,,-7.074,,92.716,207.064,,
27505677,Quality Industrial Corp.,QIND,2021,15.659,-409.204,-5003.167,,-4.449,,,226.13,,
27505677,Quality Industrial Corp.,QIND,2022,1114.131,-415.136,-421.546,1837.698,-33.838,15464.027,,186600.652,,
27505677,Quality Industrial Corp.,QIND,2023,2.492,2358.808,-4003.501,-1744.257,-146.447,2310.109,5379.554,8835.625,,
27505677,Quality Industrial Corp.,QIND,2024,225.582,1154.846,464.755,588.839,-311.914,,2584.054,18109.284,11177.567,
27619986,"Altitude International Holdings, Inc.",ALTD,2020,134.003,-898.792,-208.586,-157.397,-45.486,263.3,69.2,942.603,5524.41,
27619986,"Altitude International Holdings, Inc.",ALTD,2021,423.165,-1690.239,-2422.002,-2192.472,-22.833,1288.887,,30615.988,6595.867,
27619986,"Altitude International Holdings, Inc.",ALTD,2022,1596.138,-3453.229,-7558.704,-7237.051,-1326.52,62758.381,448.321,101017.623,12209.237,
27633125,Gold Flora Corporation,GRAM,2022,5217,-15143,-10417,-2011,-20706,45492,2005,161927,65659,
27633125,Gold Flora Corporation,GRAM,2023,22538,-31182,-18621,-5457,-19637,29735,2005,226366,90964,
27674093,"Nerdy, Inc.",NRDY,2020,29265,-6654,-17935,-15972,-4827,41044,,57274,103968,
27674093,"Nerdy, Inc.",NRDY,2021,143964,-38891,-93445,-91541,-3772,,,177145,140664,
27674093,"Nerdy, Inc.",NRDY,2022,90715,-48002,-89330,-87674,,,,132692,162665,
27674093,"Nerdy, Inc.",NRDY,2023,74824,-7560,-55480,-53976,,,,124744,193399,
